build_y,year,month,day,dong,bo_price,mo_price,size,ji_code
2018,2019,12,18, 복대동,"     5,000",         0,20,43113
2019,2019,12,18, 복대동,"     5,000",         0,25,43113
2019,2019,12,19, 복대동,"     5,000",         0,28,43113
2019,2019,12,19, 복대동,"     5,000",         0,30,43113
2011,2019,12,20, 복대동,"    13,000",         0,135.06,43113
1993,2019,12,20, 복대동,"     4,000",         0,37,43113
2018,2019,12,20, 복대동,"     3,500",         0,18,43113
2014,2019,12,20, 복대동,"     3,500",         0,25,43113
2011,2019,12,20, 복대동,"     4,000",         0,35,43113
2013,2019,12,21, 복대동,       500,        50,45,43113
2011,2019,12,21, 복대동,"     3,300",         0,20,43113
2002,2019,12,21, 복대동,"     4,500",         0,55,43113
2013,2019,12,22, 복대동,"     4,000",         0,25,43113
2019,2019,12,22, 복대동,"     5,000",         0,30,43113
1994,2019,12,22, 복대동,"     2,500",         0,45,43113
2011,2019,12,22, 복대동,"     4,500",         0,50,43113
2010,2019,12,23, 복대동,"     5,000",         0,48,43113
2001,2019,12,23, 복대동,       100,        25,25.22,43113
,2019,12,23, 복대동,"     6,000",         0,55.02,43113
2016,2019,12,23, 복대동,       600,        30,30.12,43113
,2019,12,23, 복대동,"     2,500",         0,40.5,43113
,2019,12,23, 복대동,"     4,500",         0,49.22,43113
2019,2019,12,24, 복대동,"     5,000",         0,28,43113
2019,2019,12,24, 복대동,"     5,000",         0,30,43113
,2019,12,24, 복대동,"     3,500",         0,26.4,43113
1990,2019,12,24, 복대동,       300,        25,49,43113
2013,2019,12,25, 복대동,"     3,500",         0,25,43113
2020,2019,12,25, 복대동,"     5,500",         0,25,43113
2001,2019,12,25, 복대동,"     2,000",         0,26.45,43113
,2019,12,26, 복대동,"     6,000",         0,47.42,43113
2011,2019,12,26, 복대동,"     5,000",         0,24,43113
2019,2019,12,27, 복대동,"     7,000",         0,24,43113
2019,2019,12,27, 복대동,"     5,000",         0,16,43113
2012,2019,12,27, 복대동,"     4,000",         0,33,43113
,2019,12,27, 복대동,"     7,500",         0,80,43113
1995,2019,12,27, 복대동,"    13,000",         0,128.41,43113
2004,2019,12,27, 복대동,"     4,000",         0,40,43113
2019,2019,12,28, 복대동,"     5,000",         0,25,43113
2015,2019,12,28, 복대동,"     5,000",         0,30,43113
2019,2019,12,28, 복대동,"     5,000",         0,25,43113
2014,2019,12,28, 복대동,"     3,500",         0,18,43113
2018,2019,12,28, 복대동,"     4,300",         0,25,43113
1990,2019,12,29, 복대동,       500,        36,40,43113
2012,2019,12,29, 복대동,       200,        32,30,43113
2008,2019,12,29, 복대동,       300,        27,29.7,43113
2019,2019,12,29, 복대동,"     5,000",         0,20,43113
2013,2019,12,29, 복대동,"     3,000",         0,18,43113
2008,2019,12,29, 복대동,       200,        50,30,43113
2013,2019,12,31, 복대동,"     3,000",         0,16.53,43113
,2019,12,31, 복대동,"     8,500",         0,85,43113
2004,2020,1,1, 복대동,       500,        45,45,43113
2012,2020,1,2, 복대동,"     4,000",         0,31.5,43113
2018,2020,1,2, 복대동,"     4,500",         0,20,43113
2016,2020,1,2, 복대동,"     3,000",        33,46.2,43113
2014,2020,1,2, 복대동,"     7,500",         0,50,43113
2010,2020,1,2, 복대동,       200,        32,18,43113
2001,2020,1,2, 복대동,"    11,000",         0,128.44,43113
2019,2020,1,2, 복대동,       400,        45,37,43113
2016,2020,1,3, 복대동,       300,        35,30,43113
2012,2020,1,3, 복대동,       500,        52,50,43113
2019,2020,1,3, 복대동,       500,        60,56.17,43113
,2020,1,3, 복대동,"     4,000",         0,26.01,43113
2001,2020,1,3, 복대동,       100,        30,25,43113
2005,2020,1,3, 복대동,"     6,000",         0,60,43113
,2020,1,3, 복대동,"     4,500",         0,30.25,43113
2011,2020,1,4, 복대동,"     4,000",         0,30,43113
2014,2020,1,4, 복대동,"     2,000",        20,24,43113
2002,2020,1,5, 복대동,       200,        28,30,43113
2007,2020,1,5, 복대동,"     3,000",         0,31,43113
2009,2020,1,5, 복대동,"     5,000",         0,50,43113
2014,2020,1,5, 복대동,"     3,000",         0,15.45,43113
2017,2020,1,5, 복대동,"     3,800",         0,25,43113
2001,2020,1,5, 복대동,"     7,000",         0,40,43113
2016,2020,1,6, 복대동,"    18,000",         0,142,43113
2019,2020,1,6, 복대동,"     5,000",         0,18,43113
2019,2020,1,6, 복대동,"     8,500",         0,56,43113
2013,2020,1,6, 복대동,"     4,000",         0,20,43113
2013,2020,1,6, 복대동,"     3,000",         0,20.09,43113
2015,2020,1,6, 복대동,"     4,000",         0,25,43113
,2020,1,6, 복대동,"     4,000",         0,30.04,43113
2001,2020,1,6, 복대동,       300,        15,23.1,43113
2001,2020,1,6, 복대동,"     2,000",         0,30,43113
2007,2020,1,6, 복대동,"     5,000",         0,39,43113
2019,2020,1,6, 복대동,"     5,000",         0,18,43113
,2020,1,6, 복대동,"     2,000",         0,25.12,43113
2016,2020,1,7, 복대동,"     5,500",         0,29.7,43113
1989,2020,1,7, 복대동,       300,         0,10,43113
2016,2020,1,7, 복대동,"     5,000",         0,29.7,43113
2014,2020,1,7, 복대동,"     3,000",         0,25,43113
2002,2020,1,8, 복대동,"     3,000",         0,30.2,43113
2013,2020,1,8, 복대동,"     3,500",         0,16.53,43113
2014,2020,1,9, 복대동,       100,        24,25,43113
2019,2020,1,9, 복대동,"     5,000",         0,30,43113
2007,2020,1,10, 복대동,"     4,500",         0,25,43113
2019,2020,1,10, 복대동,"     5,000",         0,30,43113
2019,2020,1,10, 복대동,       800,         4,24.39,43113
2020,2020,1,10, 복대동,"     6,500",         0,30,43113
2011,2020,1,10, 복대동,       200,        34,21,43113
2003,2020,1,10, 복대동,"     3,000",        31,90,43113
2013,2020,1,11, 복대동,"     3,000",         0,18,43113
2016,2020,1,11, 복대동,"    15,000",         0,132.95,43113
2002,2020,1,11, 복대동,       200,        28,28,43113
2015,2020,1,11, 복대동,"     3,000",         0,25,43113
2012,2020,1,12, 복대동,"     4,500",         0,30,43113
2010,2020,1,13, 복대동,"     4,000",         0,38,43113
,2020,1,13, 복대동,"     5,000",         0,17.79,43113
2017,2020,1,13, 복대동,"     4,500",         0,18,43113
2015,2020,1,13, 복대동,"     4,500",         0,30,43113
2020,2020,1,14, 복대동,"     1,000",        32,28.12,43113
1990,2020,1,14, 복대동,"     2,700",         0,43,43113
2010,2020,1,14, 복대동,"     3,000",         3,20,43113
2011,2020,1,15, 복대동,"     1,000",        20,20,43113
2013,2020,1,16, 복대동,       100,        36,25,43113
2017,2020,1,16, 복대동,"     1,500",        43,45,43113
2012,2020,1,16, 복대동,"     6,000",         0,50,43113
2016,2020,1,16, 복대동,"     5,000",         0,25,43113
1981,2020,1,16, 복대동,       100,        31,26,43113
2015,2020,1,17, 복대동,"     3,000",         0,15,43113
2000,2020,1,17, 복대동,"     2,500",         0,23.44,43113
2012,2020,1,18, 복대동,"     3,500",         0,26,43113
2017,2020,1,18, 복대동,"     4,000",         0,22,43113
2017,2020,1,18, 복대동,       200,        33,12,43113
2012,2020,1,18, 복대동,"     3,500",         0,26,43113
1991,2020,1,18, 복대동,"     3,000",         0,39.14,43113
2017,2020,1,18, 복대동,"     5,000",         0,30,43113
2016,2020,1,19, 복대동,"     9,000",         0,52.8,43113
2012,2020,1,19, 복대동,"    15,000",         0,120,43113
2011,2020,1,20, 복대동,       500,        42,45,43113
2016,2020,1,20, 복대동,"     2,000",        25,33,43113
2017,2020,1,20, 복대동,"     5,000",         0,20,43113
2018,2020,1,21, 복대동,"     5,000",         0,20,43113
2011,2020,1,21, 복대동,       100,        30,18,43113
2017,2020,1,21, 복대동,"     4,000",         0,14,43113
2017,2020,1,21, 복대동,       635,        13,70.09,43113
2002,2020,1,21, 복대동,"     2,000",         0,45,43113
,2020,1,21, 복대동,"     4,500",         0,37.17,43113
2018,2020,1,22, 복대동,"     5,000",         0,20,43113
2018,2020,1,22, 복대동,"     5,000",         0,20,43113
2014,2020,1,22, 복대동,"     3,000",         0,26,43113
,2020,1,22, 복대동,"     5,000",         0,52.39,43113
2020,2020,1,22, 복대동,"     8,000",         0,39.6,43113
2003,2020,1,22, 복대동,"     4,500",         0,43,43113
2013,2020,1,23, 복대동,"     4,000",         0,20,43113
2013,2020,1,23, 복대동,       300,        30,30,43113
2010,2020,1,27, 복대동,       200,        30,18,43113
2017,2020,1,28, 복대동,"    13,000",         0,138.6,43113
2015,2020,1,28, 복대동,"     4,000",         0,25,43113
2011,2020,1,28, 복대동,"     3,500",         0,20,43113
,2020,1,28, 복대동,"     3,500",         0,25.95,43113
1992,2020,1,28, 복대동,"     1,500",         8,35,43113
2015,2020,1,28, 복대동,"     4,500",         0,23.1,43113
2011,2020,1,28, 복대동,"     3,200",         0,20,43113
2012,2020,1,28, 복대동,"     3,500",         0,25.95,43113
2019,2020,1,28, 복대동,"     5,000",         0,25,43113
2007,2020,1,29, 복대동,"     4,300",         0,50,43113
2020,2020,1,29, 복대동,"     5,500",         0,25,43113
2011,2020,1,29, 복대동,"     3,000",         0,20,43113
2014,2020,1,29, 복대동,"     4,000",         0,25,43113
2008,2020,1,29, 복대동,       100,        37,45,43113
2013,2020,1,29, 복대동,"     4,500",         0,47.01,43113
2007,2020,1,30, 복대동,"     4,500",         0,37,43113
2016,2020,1,30, 복대동,"     4,000",         0,12,43113
2017,2020,1,30, 복대동,"     7,000",         0,46.8,43113
2002,2020,1,30, 복대동,"     5,000",         0,59,43113
2020,2020,1,30, 복대동,"     5,500",         0,25,43113
2012,2020,1,31, 복대동,"     3,500",         0,25,43113
