시군구,번지,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
충청북도 청주흥덕구 복대동,221-7,대원,전세,59.89,201905,20,"13,000",0,5,1999,죽천로146번길 7
충청북도 청주흥덕구 복대동,221-7,대원,월세,59.89,201905,20,"1,000",53,3,1999,죽천로146번길 7
충청북도 청주흥덕구 복대동,221-7,대원,전세,59.89,201905,25,"14,000",0,5,1999,죽천로146번길 7
충청북도 청주흥덕구 복대동,221-7,대원,전세,84.97,201906,2,"15,000",0,2,1999,죽천로146번길 7
충청북도 청주흥덕구 복대동,221-7,대원,전세,80.32,201906,27,"13,000",0,13,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,80.32,201906,28,"14,000",0,12,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,84.97,201907,3,"16,000",0,3,1999,죽천로146번길 7
충청북도 청주흥덕구 복대동,221-7,대원,전세,59.89,201907,6,"12,000",0,8,1999,죽천로146번길 7
충청북도 청주흥덕구 복대동,221-7,대원,월세,59.89,201907,8,"1,000",50,13,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,84.97,201907,14,"15,000",0,10,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,80.32,201907,21,"12,000",0,10,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,80.32,201907,21,"12,000",0,10,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,80.32,201907,29,"14,000",0,9,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,80.32,201908,17,"12,000",0,6,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,84.97,201909,1,"15,000",0,2,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,80.32,201909,9,"13,500",0,12,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,월세,80.32,201909,18,"1,000",60,2,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,59.89,201909,21,"12,000",0,4,1999,죽천로146번길 7
충청북도 청주흥덕구 복대동,221-7,대원,전세,80.32,201910,2,"12,000",0,6,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,80.32,201910,2,"12,000",0,6,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,80.32,201910,3,"12,000",0,5,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,59.89,201910,7,"13,000",0,7,1999,죽천로146번길 7
충청북도 청주흥덕구 복대동,221-7,대원,전세,59.89,201910,23,"11,000",0,2,1999,죽천로146번길 7
충청북도 청주흥덕구 복대동,221-7,대원,전세,84.97,201910,24,"14,000",0,1,1999,죽천로146번길 7
충청북도 청주흥덕구 복대동,221-7,대원,전세,59.98,201910,26,"12,500",0,1,1999,죽천로146번길 7
충청북도 청주흥덕구 복대동,221-7,대원,전세,59.89,201911,9,"13,000",0,4,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,월세,59.98,201911,10,"1,000",45,11,1999,죽천로146번길 7
충청북도 청주흥덕구 복대동,221-7,대원,월세,80.32,201911,18,"1,000",50,7,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,월세,84.97,201911,22,"2,000",50,2,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,월세,59.98,201911,26,"1,000",43,5,1999,죽천로146번길 7
충청북도 청주흥덕구 복대동,221-7,대원,전세,84.97,201911,30,"15,000",0,9,1999,죽천로146번길 7
충청북도 청주흥덕구 복대동,221-7,대원,전세,59.89,201912,11,"12,000",0,1,1999,죽천로146번길 7
충청북도 청주흥덕구 복대동,221-7,대원,전세,59.89,202001,7,"12,500",0,9,1999,죽천로146번길 7
충청북도 청주흥덕구 복대동,221-7,대원,전세,80.32,202001,7,"16,000",0,14,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,84.97,202001,20,"18,500",0,2,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,80.32,202001,29,"16,000",0,1,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,80.32,202002,17,"16,000",0,3,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,59.89,202002,19,"13,000",0,2,1999,죽천로146번길 7
충청북도 청주흥덕구 복대동,221-7,대원,전세,84.97,202002,23,"17,000",0,8,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,84.97,202003,5,"14,500",0,2,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,월세,80.32,202003,31,"1,000",50,7,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,59.89,202004,3,"13,000",0,15,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,84.97,202004,3,"16,500",0,12,1999,죽천로146번길 7
충청북도 청주흥덕구 복대동,221-7,대원,전세,80.32,202004,19,"15,800",0,12,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,221-7,대원,전세,84.97,202004,24,"16,000",0,2,1999,죽천로146번길 6
충청북도 청주흥덕구 복대동,Jan-95,덕성,전세,22.68,201905,20,"3,000",0,6,1991,가로수로1379번길 83
충청북도 청주흥덕구 복대동,Jan-95,덕성,월세,22.68,201908,19,100,19,7,1991,가로수로1379번길 83
충청북도 청주흥덕구 복대동,Jan-95,덕성,전세,22.68,201909,17,"1,700",0,12,1991,가로수로1379번길 83
충청북도 청주흥덕구 복대동,Jan-95,덕성,월세,22.68,201910,6,200,20,10,1991,가로수로1379번길 83
충청북도 청주흥덕구 복대동,Jan-95,덕성,전세,22.68,201910,23,"1,500",0,11,1991,가로수로1379번길 83
충청북도 청주흥덕구 복대동,Jan-95,덕성,전세,22.68,201910,31,"1,500",0,14,1991,가로수로1379번길 83
충청북도 청주흥덕구 복대동,Jan-95,덕성,전세,52.11,201912,9,"7,000",0,2,1991,가로수로1379번길 83
충청북도 청주흥덕구 복대동,Jan-95,덕성,전세,22.68,202001,11,"1,500",0,15,1991,가로수로1379번길 83
충청북도 청주흥덕구 복대동,Jan-95,덕성,전세,22.68,202003,11,"2,500",0,12,1991,가로수로1379번길 83
충청북도 청주흥덕구 복대동,Jan-95,덕성,전세,22.68,202003,18,"2,000",0,14,1991,가로수로1379번길 83
충청북도 청주흥덕구 복대동,Jan-95,덕성,전세,22.68,202004,17,"2,500",0,5,1991,가로수로1379번길 83
충청북도 청주흥덕구 복대동,993,덕일,월세,49.61,201905,1,"2,000",30,2,1989,복대로 149
충청북도 청주흥덕구 복대동,993,덕일,전세,59.91,201905,9,"8,000",0,4,1989,복대로 149
충청북도 청주흥덕구 복대동,993,덕일,월세,49.61,201908,24,500,35,5,1989,복대로 149
충청북도 청주흥덕구 복대동,993,덕일,월세,59.91,201909,19,500,40,5,1989,복대로 149
충청북도 청주흥덕구 복대동,993,덕일,월세,59.63,201911,8,"2,000",38,4,1989,복대로 149
충청북도 청주흥덕구 복대동,993,덕일,전세,49.61,201911,10,"6,500",0,5,1989,복대로 149
충청북도 청주흥덕구 복대동,993,덕일,전세,59.91,201912,28,"8,200",0,5,1989,복대로 149
충청북도 청주흥덕구 복대동,993,덕일,월세,59.91,202001,12,"1,000",50,1,1989,복대로 149
충청북도 청주흥덕구 복대동,993,덕일,월세,49.61,202002,3,500,40,2,1989,복대로 149
충청북도 청주흥덕구 복대동,993,덕일,전세,49.61,202002,10,"6,500",0,3,1989,복대로 149
충청북도 청주흥덕구 복대동,993,덕일,월세,59.91,202003,25,"1,000",45,3,1989,복대로 149
충청북도 청주흥덕구 복대동,993,덕일,전세,49.61,202004,24,"7,000",0,1,1989,복대로 149
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,월세,80.002,201905,1,"10,000",70,38,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201905,1,"30,000",0,43,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201905,2,"30,000",0,37,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201905,2,"30,000",0,19,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201905,3,"30,500",0,13,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201905,7,"30,000",0,18,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201905,9,"31,000",0,37,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201905,10,"27,000",0,22,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201905,11,"28,000",0,16,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201905,12,"30,000",0,24,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201905,17,"25,000",0,16,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201905,20,"32,000",0,7,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201905,20,"32,000",0,34,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201905,22,"30,000",0,20,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201905,22,"30,000",0,20,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201905,23,"29,000",0,3,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,월세,80.499,201905,24,"15,000",30,40,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201905,27,"28,000",0,45,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201905,30,"28,200",0,20,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201906,2,"30,000",0,10,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201906,6,"32,000",0,16,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201906,7,"30,000",0,19,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201906,8,"29,000",0,38,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201906,9,"31,000",0,3,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201906,12,"27,000",0,6,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201906,13,"28,000",0,2,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201906,13,"30,000",0,18,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201906,13,"28,000",0,2,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,월세,80.002,201906,15,"4,000",85,6,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201906,19,"29,000",0,42,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201906,22,"33,000",0,31,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201906,22,"30,000",0,4,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201906,22,"30,000",0,4,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201906,23,"30,000",0,26,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201906,28,"30,000",0,20,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201906,29,"30,000",0,8,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201907,1,"32,000",0,29,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201907,1,"32,000",0,29,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201907,7,"28,000",0,32,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201907,8,"26,000",0,36,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201907,10,"31,000",0,35,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201907,14,"29,000",0,44,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201907,20,"25,000",0,8,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201907,24,"30,000",0,37,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201907,25,"28,000",0,24,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201907,26,"31,000",0,19,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,월세,80.002,201907,30,"2,000",90,17,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,월세,80.135,201907,31,"2,000",95,5,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201908,1,"26,000",0,40,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201908,3,"27,500",0,13,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201908,4,"30,000",0,12,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201908,4,"28,000",0,37,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201908,8,"30,000",0,13,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201908,11,"28,000",0,33,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201908,11,"28,000",0,17,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201908,15,"30,000",0,4,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201908,16,"31,000",0,22,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201908,16,"31,000",0,14,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,월세,80.135,201908,16,"5,500",65,12,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201908,19,"28,300",0,20,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201908,24,"28,000",0,19,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201908,27,"32,000",0,30,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,월세,80.135,201908,28,"2,000",90,9,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201909,1,"29,000",0,12,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201909,2,"29,000",0,29,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201909,5,"31,000",0,14,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201909,5,"31,000",0,24,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201909,6,"30,000",0,7,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201909,7,"30,000",0,8,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201909,7,"30,000",0,8,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201909,7,"30,000",0,8,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201909,11,"26,500",0,23,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201909,18,"30,000",0,11,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201909,18,"30,000",0,19,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201909,22,"28,500",0,36,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201909,27,"29,000",0,10,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201909,28,"28,000",0,6,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201909,29,"28,000",0,31,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201909,29,"24,000",0,8,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201910,5,"30,000",0,6,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201910,5,"30,000",0,15,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201910,6,"28,000",0,20,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201910,6,"27,000",0,34,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201910,6,"30,000",0,28,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201910,6,"27,000",0,34,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201910,9,"31,300",0,23,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201910,9,"29,000",0,28,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201910,9,"29,000",0,28,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201910,9,"30,000",0,19,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201910,10,"29,000",0,29,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,월세,80.499,201910,12,"3,000",80,25,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201910,14,"30,000",0,33,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201910,19,"33,000",0,39,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201910,19,"28,000",0,37,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201910,19,"33,000",0,39,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201910,21,"27,000",0,7,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201910,24,"31,000",0,29,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201910,25,"32,000",0,33,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201910,26,"26,000",0,4,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201910,26,"26,000",0,4,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201910,27,"31,000",0,39,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201911,1,"30,000",0,38,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201911,2,"32,000",0,37,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201911,2,"32,500",0,19,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201911,3,"28,000",0,11,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201911,3,"28,000",0,11,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,월세,80.002,201911,6,"2,000",85,6,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,월세,80.499,201911,6,"2,000",110,31,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201911,8,"32,000",0,39,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201911,9,"28,000",0,12,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201911,9,"28,000",0,12,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201911,9,"29,000",0,38,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,월세,80.002,201911,9,"8,000",60,31,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201911,9,"29,000",0,42,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201911,10,"25,000",0,41,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201911,10,"30,000",0,21,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201911,11,"29,000",0,28,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201911,12,"33,000",0,39,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201911,12,"33,000",0,39,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201911,12,"30,000",0,13,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,월세,80.135,201911,12,"3,000",85,5,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201911,13,"29,000",0,16,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201911,16,"27,000",0,3,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201911,17,"30,000",0,29,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201911,18,"31,000",0,40,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201911,19,"29,000",0,11,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201911,20,"28,300",0,23,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201911,21,"35,000",0,41,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201911,22,"30,000",0,12,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201911,22,"30,000",0,12,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201911,22,"28,000",0,27,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201911,23,"30,000",0,8,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201911,26,"30,000",0,27,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201911,26,"29,000",0,18,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201911,27,"30,000",0,2,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,월세,80.002,201911,27,"3,000",100,30,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201912,4,"31,000",0,30,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201912,4,"28,000",0,13,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201912,7,"29,000",0,27,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201912,8,"35,000",0,33,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,월세,80.002,201912,11,"4,000",65,2,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201912,11,"33,000",0,30,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201912,13,"31,000",0,31,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201912,13,"26,000",0,24,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201912,14,"27,500",0,13,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201912,15,"30,000",0,9,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201912,15,"29,000",0,42,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201912,15,"29,000",0,42,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201912,15,"31,000",0,36,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201912,16,"31,000",0,19,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201912,18,"31,000",0,27,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201912,19,"29,000",0,4,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201912,19,"31,000",0,36,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201912,19,"32,000",0,29,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201912,21,"27,500",0,37,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201912,21,"30,000",0,14,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.002,201912,22,"26,000",0,10,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.499,201912,23,"33,000",0,16,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201912,24,"32,000",0,21,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,월세,80.002,201912,25,"2,000",100,22,2015,대농로 55
충청북도 청주흥덕구 복대동,3381,두산위브지웰시티2차,전세,80.135,201912,26,"32,000",0,24,2015,대농로 55
