시군구,번지,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,월세,48.01,202001,18,500,65,14,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,월세,30.33,202001,19,500,40,5,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,전세,29.24,202002,6,"8,900",0,10,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,전세,29.24,202002,10,"10,000",0,3,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,월세,29.24,202002,14,"1,000",33,3,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,전세,28.52,202002,14,"10,000",0,6,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,전세,30.33,202002,15,"8,900",0,2,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,전세,28.52,202002,15,"11,000",0,5,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,전세,28.52,202002,17,"9,500",0,3,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,전세,28.52,202002,17,"9,500",0,3,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,전세,30.33,202002,19,"10,000",0,4,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,전세,27.61,202002,25,"9,000",0,3,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,월세,30.33,202002,26,500,37,11,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,전세,32.91,202002,28,"10,000",0,15,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,전세,29.24,202002,29,"11,000",0,8,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,전세,29.24,202003,2,"11,000",0,9,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,전세,30.33,202003,6,"11,000",0,2,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,월세,39.88,202003,10,"3,000",40,15,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,전세,32.91,202003,17,"11,000",0,15,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,월세,30.33,202003,21,500,46,11,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,월세,32.4,202003,24,"5,000",25,2,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,전세,32.91,202003,26,"12,000",0,11,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,월세,30.33,202004,20,500,40,5,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,전세,37.22,202004,21,"10,000",0,12,2016,진재로 131
충청북도 청주흥덕구 복대동,288-66,지웰에스테이트 오피스텔,전세,37.22,202004,24,"12,000",0,11,2016,진재로 131
충청북도 청주흥덕구 복대동,3404,청주 지웰시티 푸르지오,전세,84.92,201910,27,"19,000",0,10,2019, 
충청북도 청주흥덕구 복대동,3404,청주 지웰시티 푸르지오,전세,84.92,201910,31,"20,000",0,20,2019, 
충청북도 청주흥덕구 복대동,3404,청주 지웰시티 푸르지오,전세,84.92,201912,14,"18,000",0,17,2019, 
충청북도 청주흥덕구 복대동,3404,청주 지웰시티 푸르지오,전세,84.89,201912,16,"20,000",0,15,2019, 
충청북도 청주흥덕구 복대동,3404,청주 지웰시티 푸르지오,전세,84.89,201912,23,"19,500",0,22,2019, 
충청북도 청주흥덕구 복대동,3404,청주 지웰시티 푸르지오,전세,84.92,201912,28,"20,000",0,15,2019, 
충청북도 청주흥덕구 복대동,3404,청주 지웰시티 푸르지오,전세,84.89,202001,4,"19,000",0,24,2019, 
충청북도 청주흥덕구 복대동,3404,청주 지웰시티 푸르지오,전세,84.89,202001,5,"19,000",0,17,2019, 
충청북도 청주흥덕구 복대동,3404,청주 지웰시티 푸르지오,전세,84.89,202001,19,"21,000",0,18,2019, 
충청북도 청주흥덕구 복대동,3404,청주 지웰시티 푸르지오,전세,84.92,202002,4,"19,000",0,13,2019, 
충청북도 청주흥덕구 복대동,3404,청주 지웰시티 푸르지오,전세,84.92,202002,10,"19,000",0,13,2019, 
충청북도 청주흥덕구 복대동,3404,청주 지웰시티 푸르지오,전세,84.92,202002,18,"20,000",0,8,2019, 
충청북도 청주흥덕구 복대동,3404,청주 지웰시티 푸르지오,월세,84.92,202002,29,"1,000",80,18,2019, 
